edge_key,layer,head,decision,confidence,rationale,recommended_density_pct,expected_retained_mass,must_be_dense_steps,block_size_limitation
P->P,0,0,SPARSE,0.6000000000000001,SPARSE: segment_mass_dominance=0.535; peak_in_small_segment=0.367; stability=0.98>=0.5,0.5,0.3666946197174028,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,0,0,DENSE,0.5,DENSE: entropy=0.99>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,0,0,DENSE,0.5,DENSE: entropy=0.92>0.7; many_blocks_above_0.01=32,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,0,0,DENSE,0.5,DENSE: entropy=0.98>0.7; many_blocks_above_0.01=33,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,0,0,DENSE,0.3333333333333333,DENSE: entropy=0.88>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,0,0,SPARSE,0.95,SPARSE: segment_dominant=0.837>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,0,0,SPARSE,0.6666666666666666,SPARSE: concentration=0.73>=0.6; strong_peak=0.437; stability=0.94>=0.5,0.0,0.045558867398007165,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,0,0,SPARSE,0.9,SPARSE: segment_skip=0.0125<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,0,0,DENSE,0.5,DENSE: entropy=0.98>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,0,0,DENSE,0.5,DENSE: entropy=0.76>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,0,0,DENSE,0.5,DENSE: entropy=0.80>0.7; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,0,0,SPARSE,0.9,SPARSE: segment_skip=0.0241<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,0,0,DENSE,0.5,DENSE: entropy=0.98>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,0,0,DENSE,0.5,DENSE: entropy=0.78>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,0,0,DENSE,0.5,DENSE: entropy=0.79>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,0,0,DENSE,0.5,DENSE: entropy=0.85>0.7; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,0,1,DENSE,0.3333333333333333,DENSE: entropy=0.85>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,0,1,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,0,1,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,0,1,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,0,1,SPARSE,0.9,SPARSE: segment_skip=0.0139<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,0,1,SPARSE,0.95,SPARSE: segment_dominant=0.952>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,0,1,SPARSE,0.9333333333333335,SPARSE: concentration=0.80>=0.6; segment_mass_dominance=0.930; peak_in_small_segment=0.598; stability=0.85>=0.5,0.5,0.6724193819855383,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,0,1,SPARSE,0.9,SPARSE: segment_skip=0.0161<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,0,1,DENSE,0.5,DENSE: entropy=0.94>0.7; many_blocks_above_0.01=29,,,"[22, 23, 24]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,0,1,SPARSE,0.6666666666666666,SPARSE: concentration=0.77>=0.6; strong_peak=0.251; stability=0.97>=0.5,0.5,0.4678703141241,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,0,1,SPARSE,0.5333333333333333,SPARSE: concentration=0.67>=0.6; stability=0.94>=0.5,0.5,0.21270778173292848,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,0,1,SPARSE,0.6666666666666666,SPARSE: concentration=0.79>=0.6; strong_peak=0.532; stability=0.93>=0.5,0.5,0.626141171030415,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,0,1,SPARSE,0.9,SPARSE: segment_skip=0.0194<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,0,1,SPARSE,0.5333333333333333,SPARSE: concentration=0.69>=0.6; stability=0.94>=0.5,0.5,0.2610259170833096,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,0,1,SPARSE,0.6666666666666666,SPARSE: concentration=0.75>=0.6; strong_peak=0.220; stability=0.86>=0.5,0.5,0.45138987817505744,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,0,1,SPARSE,0.95,SPARSE: segment_dominant=0.849>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,0,2,DENSE,0.3333333333333333,DENSE: entropy=0.98>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,0,2,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,0,2,DENSE,0.5,DENSE: entropy=0.89>0.7; many_blocks_above_0.01=34,,,"[0, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,0,2,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=33,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,0,2,SPARSE,0.9,SPARSE: segment_skip=0.0033<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,0,2,SPARSE,0.95,SPARSE: segment_dominant=0.969>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,0,2,SPARSE,0.9333333333333335,SPARSE: concentration=0.92>=0.6; segment_mass_dominance=1.185; peak_in_small_segment=0.722; stability=0.86>=0.5,0.5,0.8136288354335038,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,0,2,SPARSE,0.9,SPARSE: segment_skip=0.0129<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,0,2,SPARSE,0.3333333333333333,SPARSE: strong_peak=0.142; stability=0.98>=0.5,0.0,0.038016367031159314,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,0,2,SPARSE,0.6666666666666666,SPARSE: concentration=0.81>=0.6; strong_peak=0.348; stability=0.82>=0.5,0.5,0.49232930121604784,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,0,2,SPARSE,0.95,SPARSE: segment_dominant=0.852>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,0,2,SPARSE,0.9333333333333335,SPARSE: concentration=0.92>=0.6; entropy=0.29<=0.35; strong_peak=0.714; stability=0.91>=0.5,0.5,0.8018175050577365,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,0,2,SPARSE,0.9,SPARSE: segment_skip=0.0030<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,0,2,SPARSE,0.5333333333333333,SPARSE: concentration=0.70>=0.6; stability=0.92>=0.5,0.5,0.2531233119974625,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,0,2,SPARSE,0.6666666666666666,SPARSE: concentration=0.82>=0.6; strong_peak=0.390; stability=0.84>=0.5,0.5,0.5280737337506344,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,0,2,SPARSE,0.95,SPARSE: segment_dominant=0.865>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,0,3,SPARSE,0.3333333333333333,SPARSE: peak_in_small_segment=0.522; stability=0.98>=0.5,0.5,0.5221361634993912,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,0,3,DENSE,0.5,DENSE: entropy=0.90>0.7; many_blocks_above_0.01=29,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,0,3,DENSE,0.5,DENSE: entropy=0.94>0.7; many_blocks_above_0.01=30,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,0,3,DENSE,0.5,DENSE: entropy=0.92>0.7; many_blocks_above_0.01=30,,,"[22, 23, 25]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,0,3,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,0,3,SPARSE,0.95,SPARSE: segment_dominant=0.859>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,0,3,SPARSE,0.9333333333333335,SPARSE: concentration=0.78>=0.6; segment_mass_dominance=1.282; peak_in_small_segment=0.327; stability=0.92>=0.5,0.5,0.6311780335428432,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,0,3,SPARSE,0.9,SPARSE: segment_skip=0.0200<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,0,3,SPARSE,0.9,SPARSE: segment_skip=0.0283<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,0,3,DENSE,0.5,DENSE: entropy=0.81>0.7; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,0,3,DENSE,0.5,DENSE: entropy=0.82>0.7; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,0,3,SPARSE,0.6666666666666666,SPARSE: concentration=0.71>=0.6; strong_peak=0.251; stability=0.90>=0.5,0.5,0.5460420223802489,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,0,3,SPARSE,0.9,SPARSE: segment_skip=0.0132<0.03,0.0,0.0,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,0,3,DENSE,0.5,DENSE: entropy=0.81>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,0,3,DENSE,0.5,DENSE: entropy=0.82>0.7; many_blocks_above_0.01=36,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,0,3,DENSE,0.7666666666666666,DENSE: entropy=0.85>0.7; max_block=0.027<0.03; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,0,4,SPARSE,0.9333333333333335,SPARSE: concentration=0.70>=0.6; segment_mass_dominance=0.614; peak_in_small_segment=0.704; stability=0.95>=0.5,0.5,0.7040284410749129,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,0,4,DENSE,0.5,DENSE: entropy=0.92>0.7; many_blocks_above_0.01=28,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,0,4,DENSE,0.5,DENSE: entropy=0.96>0.7; many_blocks_above_0.01=32,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,0,4,DENSE,0.5,DENSE: entropy=0.94>0.7; many_blocks_above_0.01=31,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,0,4,DENSE,0.5,DENSE: entropy=0.88>0.7; many_blocks_above_0.01=22,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,0,4,DENSE,0.6,DENSE: entropy=0.93>0.7; max_block=0.020<0.03,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,0,4,SPARSE,0.6666666666666666,SPARSE: concentration=0.70>=0.6; strong_peak=0.103; stability=0.89>=0.5,0.5,0.3603551177587774,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,0,4,DENSE,0.6,DENSE: entropy=0.95>0.7; max_block=0.016<0.03,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,0,4,DENSE,0.5,DENSE: entropy=0.89>0.7; many_blocks_above_0.01=24,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,0,4,DENSE,0.3333333333333333,DENSE: entropy=0.92>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,0,4,DENSE,0.6,DENSE: entropy=0.93>0.7; max_block=0.015<0.03,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,0,4,DENSE,0.3333333333333333,DENSE: entropy=0.82>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,0,4,DENSE,0.5,DENSE: entropy=0.86>0.7; many_blocks_above_0.01=21,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,0,4,DENSE,0.6,DENSE: entropy=0.93>0.7; max_block=0.017<0.03,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,0,4,DENSE,0.7666666666666666,DENSE: entropy=0.91>0.7; max_block=0.026<0.03; many_blocks_above_0.01=20,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,0,4,DENSE,0.7666666666666666,DENSE: entropy=0.93>0.7; max_block=0.018<0.03; many_blocks_above_0.01=20,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,0,5,SPARSE,0.6000000000000001,SPARSE: segment_mass_dominance=0.503; peak_in_small_segment=0.400; stability=0.97>=0.5,0.5,0.40023641156419515,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,0,5,DENSE,0.5,DENSE: entropy=0.91>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,0,5,DENSE,0.5,DENSE: entropy=0.93>0.7; many_blocks_above_0.01=34,,,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,0,5,DENSE,0.5,DENSE: entropy=0.94>0.7; many_blocks_above_0.01=34,,,"[7, 9, 11, 14, 15, 17, 18, 19, 20]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,0,5,SPARSE,0.9,SPARSE: segment_skip=0.0159<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,0,5,SPARSE,0.95,SPARSE: segment_dominant=0.949>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,0,5,SPARSE,0.9333333333333335,SPARSE: concentration=0.90>=0.6; segment_mass_dominance=1.166; peak_in_small_segment=0.710; stability=0.87>=0.5,0.5,0.7871523697593558,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,0,5,SPARSE,0.9,SPARSE: segment_skip=0.0188<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,0,5,SPARSE,0.9,SPARSE: segment_skip=0.0226<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,0,5,SPARSE,0.6666666666666666,SPARSE: concentration=0.78>=0.6; strong_peak=0.260; stability=0.77>=0.5,0.5,0.4313696284009001,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,0,5,SPARSE,0.95,SPARSE: segment_dominant=0.807>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,0,5,SPARSE,0.9333333333333335,SPARSE: concentration=0.88>=0.6; entropy=0.34<=0.35; strong_peak=0.670; stability=0.92>=0.5,0.5,0.7464909772118596,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,0,5,SPARSE,0.9,SPARSE: segment_skip=0.0223<0.03,0.0,0.0,"[22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,0,5,SPARSE,0.5333333333333333,SPARSE: concentration=0.69>=0.6; stability=0.97>=0.5,0.5,0.2377585361963545,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,0,5,SPARSE,0.6666666666666666,SPARSE: concentration=0.80>=0.6; strong_peak=0.341; stability=0.83>=0.5,0.5,0.4934218641367353,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,0,5,SPARSE,0.95,SPARSE: segment_dominant=0.802>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,0,6,DENSE,0.3333333333333333,DENSE: entropy=0.89>0.7,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,0,6,DENSE,0.5,DENSE: entropy=0.99>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,0,6,DENSE,0.5,DENSE: entropy=0.94>0.7; many_blocks_above_0.01=34,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,0,6,DENSE,0.5,DENSE: entropy=0.99>0.7; many_blocks_above_0.01=34,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,0,6,SPARSE,0.9,SPARSE: segment_skip=0.0153<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,0,6,SPARSE,0.95,SPARSE: segment_dominant=0.932>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,0,6,SPARSE,0.6666666666666666,SPARSE: concentration=0.84>=0.6; strong_peak=0.572; stability=0.81>=0.5,0.5,0.6651415084042964,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,0,6,SPARSE,0.9,SPARSE: segment_skip=0.0240<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,0,6,DENSE,0.3333333333333333,DENSE: entropy=0.80>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,0,6,SPARSE,0.6666666666666666,SPARSE: concentration=0.73>=0.6; strong_peak=0.123; stability=0.91>=0.5,0.5,0.3162574212657149,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,0,6,SPARSE,0.5333333333333333,SPARSE: concentration=0.75>=0.6; stability=0.88>=0.5,0.5,0.3054398917618257,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,0,6,SPARSE,0.6666666666666666,SPARSE: concentration=0.80>=0.6; strong_peak=0.463; stability=0.95>=0.5,0.5,0.5790876909209094,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,0,6,DENSE,0.3333333333333333,DENSE: entropy=0.76>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,0,6,SPARSE,0.5333333333333333,SPARSE: concentration=0.64>=0.6; stability=0.97>=0.5,0.5,0.22106167691078207,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,0,6,SPARSE,0.6666666666666666,SPARSE: concentration=0.70>=0.6; strong_peak=0.105; stability=0.82>=0.5,0.5,0.3036903106999343,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,0,6,SPARSE,0.5333333333333333,SPARSE: concentration=0.70>=0.6; stability=0.98>=0.5,0.5,0.24307358584396657,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,0,7,DENSE,0.3333333333333333,DENSE: entropy=0.95>0.7,,,"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,0,7,DENSE,0.5,DENSE: entropy=1.00>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,0,7,SPARSE,0.3333333333333333,SPARSE: strong_peak=0.360; stability=0.88>=0.5,0.5,0.3602740702058598,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,0,7,SPARSE,0.9,SPARSE: segment_skip=0.0259<0.03,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,0,7,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=30,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,0,7,SPARSE,0.95,SPARSE: segment_dominant=0.908>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,0,7,SPARSE,0.5333333333333333,SPARSE: concentration=0.68>=0.6; stability=0.96>=0.5,0.5,0.2480252447954899,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,0,7,SPARSE,0.9,SPARSE: segment_skip=0.0184<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,0,7,DENSE,0.5,DENSE: entropy=0.99>0.7; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,0,7,DENSE,0.3333333333333333,DENSE: entropy=0.85>0.7,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->S,0,7,SPARSE,0.4666666666666666,SPARSE: segment_mass_dominance=11.550; stability=0.96>=0.5,0.5,0.03143782070116494,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->R1,0,7,SPARSE,0.5333333333333333,SPARSE: concentration=0.63>=0.6; stability=0.95>=0.5,0.5,0.2015483262841085,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->P,0,7,DENSE,0.5,DENSE: entropy=0.98>0.7; many_blocks_above_0.01=34,,,"[26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->X,0,7,SPARSE,0.4666666666666666,SPARSE: segment_mass_dominance=1.785; stability=0.90>=0.5,0.5,0.02718918233337526,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->S,0,7,DENSE,0.7666666666666666,DENSE: entropy=0.87>0.7; max_block=0.027<0.03; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
R1->R1,0,7,SPARSE,0.4666666666666666,SPARSE: segment_mass_dominance=12.897; stability=0.95>=0.5,0.5,0.028677803869863454,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->P,0,8,DENSE,0.3333333333333333,DENSE: entropy=0.98>0.7,,,"[22, 23, 25]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->X,0,8,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=32,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->S,0,8,DENSE,0.5,DENSE: entropy=0.94>0.7; many_blocks_above_0.01=34,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
P->R1,0,8,DENSE,0.5,DENSE: entropy=0.97>0.7; many_blocks_above_0.01=33,,,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]",block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->P,0,8,DENSE,0.5,DENSE: entropy=0.95>0.7; many_blocks_above_0.01=31,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->X,0,8,SPARSE,0.95,SPARSE: segment_dominant=0.931>0.80,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->S,0,8,SPARSE,0.9333333333333335,SPARSE: concentration=0.93>=0.6; segment_mass_dominance=1.180; peak_in_small_segment=0.544; stability=0.87>=0.5,0.5,0.8336690593075812,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
X->R1,0,8,SPARSE,0.9,SPARSE: segment_skip=0.0147<0.03,0.0,0.0,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->P,0,8,DENSE,0.5,DENSE: entropy=0.99>0.7; many_blocks_above_0.01=33,,,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
S->X,0,8,SPARSE,0.6666666666666666,SPARSE: concentration=0.71>=0.6; strong_peak=0.364; stability=0.97>=0.5,0.5,0.4533596015337618,,block_size=256 spans ~4.9 token rows; cannot resolve sub-block spatial detail
